match_id,innings_num,batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,striker_batsman,winner,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate
1359482,1.0,PBKS,0,0.1,1.0,0.0,0.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.2,0.0,0.0,1.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,1.0,2.0,0.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.2,2.0,0.0,0.0,0.0,1.0,,,S Dhawan,PBKS,Rajasthan Royals,field first,Prabhsimran,1.0,1.0,0.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.3,4.0,1.0,0.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,3.0,1.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.4,0.0,0.0,1.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,4.0,1.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.5,0.0,0.0,1.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,5.0,1.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,0,0.6,0.0,0.0,1.0,0.0,0.0,,,Prabhsimran,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,6.0,1.0,0.0,S Dhawan,2.0,0.0,0.0,0.0,Trent Boult,1.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,26.69,8.29,19.3,0.0,0.0,0.0
1359482,1.0,PBKS,1,1.1,0.0,0.0,1.0,0.0,0.0,RR,57.88,S Dhawan,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,6.0,1.0,0.0,S Dhawan,2.0,1.0,0.0,0.0,KM Asif,0.0,0.0,0.0,0.0,Trent Boult,1.0,0.0,7.0,0.0,"Barsapara Cricket Stadium, Guwahati",18.0,27.11,7.86,0.0,0.0,0.0,0.0,33.0,10.42,19.0,26.69,8.29,19.3
1359482,1.0,PBKS,1,1.2,2.0,0.0,0.0,0.0,0.0,RR,57.88,S Dhawan,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,6.0,1.0,0.0,S Dhawan,4.0,2.0,0.0,0.0,KM Asif,0.0,0.0,2.0,0.0,Trent Boult,1.0,0.0,7.0,0.0,"Barsapara Cricket Stadium, Guwahati",18.0,27.11,7.86,0.0,0.0,0.0,0.0,33.0,10.42,19.0,26.69,8.29,19.3
1359482,1.0,PBKS,1,1.3,0.0,0.0,1.0,0.0,0.0,RR,57.88,S Dhawan,PBKS,Rajasthan Royals,field first,Prabhsimran,5.0,6.0,1.0,0.0,S Dhawan,4.0,3.0,0.0,0.0,KM Asif,0.0,0.0,2.0,0.0,Trent Boult,1.0,0.0,7.0,0.0,"Barsapara Cricket Stadium, Guwahati",18.0,27.11,7.86,0.0,0.0,0.0,0.0,33.0,10.42,19.0,26.69,8.29,19.3
