match_id,innings_num,batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,striker_batsman,winner,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate
1426299,1.0,RR,0,0.1,0.0,0.0,1.0,0.0,0.0,,,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Tushar Deshpande,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,0.0,0.0,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,0,0.2,0.0,0.0,1.0,0.0,0.0,,,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,Tushar Deshpande,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,0.0,0.0,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,0,0.3,1.0,0.0,0.0,0.0,0.0,,,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,1.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,Tushar Deshpande,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,0.0,0.0,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,0,0.4,0.0,0.0,1.0,0.0,0.0,,,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,1.0,3.0,0.0,0.0,Jos Buttler,0.0,1.0,0.0,0.0,Tushar Deshpande,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,38.1,147.52,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,0,0.5,2.0,0.0,0.0,0.0,0.0,,,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,1.0,3.0,0.0,0.0,Jos Buttler,2.0,2.0,0.0,0.0,Tushar Deshpande,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,38.1,147.52,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,0,0.6,0.0,0.0,1.0,0.0,0.0,,,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,1.0,3.0,0.0,0.0,Jos Buttler,2.0,3.0,0.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,,,,,32.14,150.6,38.1,147.52,29.59,9.64,18.4,0.0,0.0,0.0
1426299,1.0,RR,1,1.1,0.0,0.0,1.0,0.0,0.0,CSK,54.32,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,1.0,4.0,0.0,0.0,Jos Buttler,2.0,3.0,0.0,0.0,Maheesh Theekshana,0.0,0.0,0.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,1,1.2,1.0,0.0,0.0,0.0,0.0,CSK,54.32,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,2.0,5.0,0.0,0.0,Jos Buttler,2.0,3.0,0.0,0.0,Maheesh Theekshana,0.0,0.0,1.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,1,1.3,1.0,0.0,0.0,0.0,0.0,CSK,54.32,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,2.0,5.0,0.0,0.0,Jos Buttler,3.0,4.0,0.0,0.0,Maheesh Theekshana,0.0,0.0,2.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,1,1.4,0.0,0.0,1.0,0.0,0.0,CSK,54.32,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,2.0,6.0,0.0,0.0,Jos Buttler,3.0,4.0,0.0,0.0,Maheesh Theekshana,0.0,0.0,2.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,1,1.5,1.0,0.0,0.0,0.0,0.0,CSK,54.32,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,3.0,4.0,0.0,0.0,Maheesh Theekshana,0.0,0.0,3.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,1,1.6,1.0,0.0,0.0,0.0,0.0,CSK,54.32,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,4.0,5.0,0.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,2,2.1,0.0,0.0,1.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,4.0,6.0,0.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,2,2.2,0.0,0.0,1.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,4.0,7.0,0.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,2,2.3,0.0,0.0,1.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,4.0,8.0,0.0,0.0,Tushar Deshpande,1.0,0.0,3.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,2,2.4,4.0,1.0,0.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,8.0,9.0,1.0,0.0,Tushar Deshpande,1.0,0.0,7.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,2,2.5,2.0,0.0,0.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,10.0,10.0,1.0,0.0,Tushar Deshpande,1.0,0.0,9.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,2,2.6,1.0,0.0,0.0,0.0,0.0,CSK,59.73,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,11.0,11.0,1.0,0.0,Tushar Deshpande,2.0,0.0,10.0,0.0,Maheesh Theekshana,1.0,0.0,4.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,29.59,9.64,18.4,31.88,7.66,24.9
1426299,1.0,RR,3,3.1,1.0,0.0,0.0,0.0,0.0,CSK,60.79,Buttler,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,7.0,0.0,0.0,Jos Buttler,12.0,12.0,1.0,0.0,Maheesh Theekshana,1.0,0.0,5.0,0.0,Tushar Deshpande,2.0,0.0,10.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,3,3.2,0.0,0.0,1.0,0.0,0.0,CSK,60.79,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,3.0,8.0,0.0,0.0,Jos Buttler,12.0,12.0,1.0,0.0,Maheesh Theekshana,1.0,0.0,5.0,0.0,Tushar Deshpande,2.0,0.0,10.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
1426299,1.0,RR,3,3.3,6.0,1.0,0.0,0.0,0.0,CSK,60.79,Jaiswal,CSK,Rajasthan Royals,bat first,Yashasvi Jaiswal,9.0,9.0,0.0,1.0,Jos Buttler,12.0,12.0,1.0,0.0,Maheesh Theekshana,1.0,0.0,11.0,0.0,Tushar Deshpande,2.0,0.0,10.0,0.0,"MA Chidambaram Stadium, Chepauk, Chennai",113.0,24.94,7.83,32.14,150.6,38.1,147.52,31.88,7.66,24.9,29.59,9.64,18.4
