match_id,innings_num,batting_team,over_number,ball_number,runs_scored,boundaries,dot_balls,wickets,extras,favored_team,win_percentage,striker_batsman,winner,toss_winner,toss_decision,batsman1_name,batsman1_runs,batsman1_balls_faced,batsman1_fours,batsman1_sixes,batsman2_name,batsman2_runs,batsman2_balls_faced,batsman2_fours,batsman2_sixes,bowler1_name,bowler1_overs_bowled,bowler1_maidens_bowled,bowler1_runs_conceded,bowler1_wickets_taken,bowler2_name,bowler2_overs_bowled,bowler2_maidens_bowled,bowler2_runs_conceded,bowler2_wickets_taken,venue,matches_played,average_runs_per_wicket,average_runs_per_over,batsman1_historical_average,batsman1_historical_strike_rate,batsman2_historical_average,batsman2_historical_strike_rate,bowler1_historical_average,bowler1_historical_economy,bowler1_historical_strike_rate,bowler2_historical_average,bowler2_historical_economy,bowler2_historical_strike_rate
1426286,1.0,MI,0,0.1,0.0,0.0,1.0,0.0,0.0,,,Ishan,LSG,Lucknow Super Giants,field first,Ishan Kishan ,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Stoinis,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.2,0.0,0.0,1.0,0.0,0.0,,,Ishan,LSG,Lucknow Super Giants,field first,Ishan Kishan ,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,Stoinis,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.2,1.0,0.0,0.0,0.0,1.0,,,Ishan,LSG,Lucknow Super Giants,field first,Ishan Kishan ,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,Stoinis,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.3,1.0,0.0,0.0,0.0,0.0,,,Ishan,LSG,Lucknow Super Giants,field first,Ishan Kishan ,2.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,Stoinis,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.4,0.0,0.0,1.0,0.0,0.0,,,Rohit Sharma,LSG,Lucknow Super Giants,field first,Ishan Kishan ,2.0,3.0,0.0,0.0,Rohit Sharma,0.0,1.0,0.0,0.0,Stoinis,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,29.72,131.14,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.5,0.0,0.0,1.0,0.0,0.0,,,Rohit Sharma,LSG,Lucknow Super Giants,field first,Ishan Kishan ,2.0,3.0,0.0,0.0,Rohit Sharma,0.0,2.0,0.0,0.0,Stoinis,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,29.72,131.14,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,0,0.6,0.0,0.0,1.0,0.0,0.0,,,Rohit Sharma,LSG,Lucknow Super Giants,field first,Ishan Kishan ,2.0,3.0,0.0,0.0,Rohit Sharma,0.0,3.0,0.0,0.0,Stoinis,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,,,,28.43,135.86,29.72,131.14,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,1,1.1,1.0,0.0,0.0,0.0,0.0,LSG,51.51,Ishan,LSG,Lucknow Super Giants,field first,Ishan Kishan ,3.0,4.0,0.0,0.0,Rohit Sharma,0.0,3.0,0.0,0.0,Mohsin Khan,0.0,0.0,1.0,0.0,Stoinis,1.0,0.0,2.0,0.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44.0,23.15,7.38,28.43,135.86,29.72,131.14,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,1,1.2,4.0,1.0,0.0,0.0,0.0,LSG,51.51,Rohit Sharma,LSG,Lucknow Super Giants,field first,Ishan Kishan ,3.0,4.0,0.0,0.0,Rohit Sharma,4.0,4.0,1.0,0.0,Mohsin Khan,0.0,0.0,5.0,0.0,Stoinis,1.0,0.0,2.0,0.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44.0,23.15,7.38,28.43,135.86,29.72,131.14,0.0,0.0,0.0,0.0,0.0,0.0
1426286,1.0,MI,1,1.3,0.0,0.0,0.0,1.0,0.0,LSG,51.51,Rohit Sharma,LSG,Lucknow Super Giants,field first,Ishan Kishan ,3.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,Mohsin Khan,0.0,0.0,5.0,1.0,Stoinis,1.0,0.0,2.0,0.0,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",44.0,23.15,7.38,28.43,135.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
